Callsign,Packet,Lat,Lon,Hours,Minutes,Seconds,Alt,AscentRate,Speed,Sats,Temp,Pressure,Humidity,Batt,CNT1_1,CNT1_2,CNT1_3,CNT1_4,CNT2_1,CNT2_2,CNT2_3,CNT2_4,CNT3_1,CNT3_2,CNT3_3,CNT3_4,CNTTemp,CNTHumid
W0MXX,320,4254393,-7222981,19,22,47,20779,-52.6,9,11,4.3,55.8,1.4,2.9,8,22,26,25,10882,11543,12597,8040,10232,7080,7547,2513,0.0,0.0
W0MXX,321,4254443,-7223019,19,23,07,20314,-51.3,18,11,4.3,59.8,1.3,3.0,7,22,28,25,10722,11363,12408,7923,10043,6931,7402,2465,0.0,0.0
W0MXX,322,4254428,-7223053,19,23,27,19854,-50.7,14,11,4.2,64.1,1.3,3.0,8,22,25,26,10580,11199,12235,7818,9866,6810,7255,2431,0.0,0.0
W0MXX,323,4254459,-7223003,19,23,47,19396,-50.5,16,11,4.1,68.6,1.3,2.9,7,22,24,27,10447,11056,12079,7717,9712,6689,7146,2391,0.0,0.0
W0MXX,324,4254468,-7222928,19,24,07,18979,-46.0,26,11,4.0,73.2,1.3,2.9,8,23,25,26,10386,10996,12011,7680,9695,6688,7124,2391,0.0,0.0
W0MXX,325,4254460,-7222785,19,24,27,18559,-46.2,24,11,3.9,77.9,1.3,3.0,7,21,24,26,10265,10858,11863,7579,9565,6581,7024,2356,0.0,0.0
W0MXX,326,4254537,-7222656,19,24,47,18166,-43.4,30,11,3.8,82.8,1.3,2.9,8,22,26,24,10175,10755,11751,7507,9438,6491,6925,2328,0.0,0.0
W0MXX,327,4254592,-7222398,19,25,07,17778,-42.8,37,14,3.6,87.9,1.3,2.9,6,22,25,26,10133,10717,11708,7480,9456,6508,6940,2330,0.0,0.0
W0MXX,328,4254700,-7222183,19,25,27,17411,-40.5,52,10,3.5,93.1,1.2,3.0,6,21,25,25,10002,10564,11548,7379,9377,6455,6877,2315,0.0,0.0
W0MXX,329,4254824,-7221903,19,25,47,17029,-42.1,47,11,3.4,98.6,1.3,2.9,6,22,26,25,9948,10515,11499,7352,9387,6469,6885,2316,0.0,0.0
W0MXX,330,4254968,-7221604,19,26,07,16665,-40.2,53,11,3.2,104.2,1.3,2.9,6,22,26,26,9922,10483,11456,7319,9351,6446,6857,2305,0.0,0.0
W0MXX,331,4255095,-7221378,19,26,27,16333,-36.6,40,14,3.0,109.9,1.3,2.9,6,20,24,23,9878,10428,11399,7290,9336,6436,6842,2307,0.0,0.0
W0MXX,332,4255162,-7221085,19,26,47,15980,-39.0,46,14,2.9,115.6,1.3,2.9,5,22,27,23,9804,10345,11311,7232,9273,6385,6795,2287,0.0,0.0
W0MXX,333,4255198,-7220869,19,27,07,15647,-36.7,28,14,2.7,121.5,1.2,3.0,6,21,26,25,9749,10289,11244,7186,9223,6339,6741,2271,0.0,0.0
W0MXX,334,4255246,-7220441,19,27,27,15330,-35.0,54,14,2.5,127.5,1.3,3.0,6,21,24,26,9669,10210,11149,7133,9162,6310,6710,2264,0.0,0.0
W0MXX,335,4255280,-7219897,19,27,47,15010,-35.3,97,14,2.3,133.6,1.3,2.9,3,22,27,26,9670,10199,11131,7119,9177,6308,6715,2263,0.0,0.0
W0MXX,336,4255416,-7219347,19,28,06,14725,-31.5,98,14,2.1,139.8,1.2,2.9,5,22,24,25,9624,10155,11092,7097,9114,6268,6672,2253,0.0,0.0
W0MXX,337,4255619,-7218835,19,28,25,14453,-30.0,91,14,1.9,146.0,1.2,3.0,6,23,25,25,9499,10018,10949,7013,9059,6239,6622,2237,0.0,0.0
W0MXX,338,4255808,-7218276,19,28,44,14168,-31.4,86,14,1.7,152.6,1.2,2.9,6,22,26,23,9465,9981,10901,6986,9018,6210,6593,2228,0.0,0.0
W0MXX,339,4256006,-7217580,19,29,04,13892,-30.5,125,14,1.5,158.8,1.3,2.9,6,22,25,25,9424,9935,10852,6948,9010,6196,6584,2226,0.0,0.0
W0MXX,340,4256223,-7216955,19,29,23,13642,-27.6,127,14,1.3,165.4,1.3,3.0,6,21,25,24,9452,9963,10883,6967,9046,6235,6613,2233,0.0,0.0
W0MXX,341,4256487,-7216275,19,29,42,13377,-29.2,128,14,1.1,172.1,1.3,2.9,5,20,23,22,9460,9979,10892,6971,9112,6271,6676,2248,0.0,0.0
W0MXX,342,4256760,-7215628,19,30,01,13062,-34.7,110,11,0.9,179.4,1.3,2.9,4,20,26,23,9484,10008,10917,6993,9136,6297,6687,2259,0.0,0.0
W0MXX,343,4257094,-7214877,19,30,21,12800,-29.0,132,11,0.6,186.6,1.3,2.9,4,21,23,23,9468,9983,10899,6980,9159,6317,6701,2265,0.0,0.0
W0MXX,344,4257445,-7214225,19,30,40,12553,-27.2,126,11,0.4,194.3,1.3,2.9,3,20,24,20,9446,9952,10859,6953,9163,6306,6687,2255,0.0,0.0
W0MXX,345,4257846,-7213523,19,31,00,12293,-28.7,116,11,0.1,201.8,1.3,2.9,6,20,23,23,9432,9947,10849,6952,9151,6299,6705,2262,0.0,0.0
W0MXX,346,4258216,-7212818,19,31,20,12033,-28.7,129,11,0.0,209.4,1.3,2.9,4,20,23,22,9457,9979,10882,6973,9188,6327,6738,2270,0.0,0.0
W0MXX,347,4258593,-7212109,19,31,39,11791,-26.7,127,11,-0.2,216.6,1.3,2.9,4,20,24,21,9438,9960,10862,6955,9161,6308,6717,2264,0.0,0.0
W0MXX,348,4258870,-7211368,19,31,58,11569,-24.5,116,11,-0.5,224.2,1.4,3.0,5,20,21,23,9459,9983,10886,6976,9239,6378,6777,2280,0.0,0.0
W0MXX,349,4259165,-7210600,19,32,17,11330,-26.3,140,11,-0.7,232.2,1.4,3.0,4,19,23,21,9494,10016,10922,6997,9269,6403,6797,2293,0.0,0.0
W0MXX,350,4259492,-7209765,19,32,37,11103,-25.0,157,11,-0.9,239.9,1.4,2.9,3,20,22,21,9475,9999,10894,6979,9258,6393,6782,2285,0.0,0.0
W0MXX,351,4259863,-7208975,19,32,56,10882,-24.4,136,11,-1.1,247.9,1.4,3.0,2,19,22,24,9398,9915,10805,6923,9174,6326,6731,2267,0.0,0.0
W0MXX,352,4260151,-7208166,19,33,15,10661,-24.4,153,11,-1.3,256.2,1.4,2.9,4,18,24,21,9424,9952,10838,6943,9194,6335,6749,2271,0.0,0.0
W0MXX,353,4260436,-7207342,19,33,34,10460,-22.2,158,10,-1.5,264.8,1.4,2.9,1,18,21,23,9444,9974,10859,6960,9205,6345,6756,2280,0.0,0.0
W0MXX,354,4260815,-7206453,19,33,54,10244,-23.9,144,11,-1.8,273.4,1.4,2.9,3,18,22,23,9504,10043,10936,7015,9318,6444,6843,2303,0.0,0.0
W0MXX,355,4261141,-7205653,19,34,13,10020,-24.6,146,11,-2.0,282.2,1.4,2.9,2,17,23,21,9533,10076,10967,7028,9352,6462,6875,2308,0.0,0.0
W0MXX,356,4261463,-7204896,19,34,32,9810,-23.2,143,11,-2.2,291.0,1.5,2.9,4,18,22,21,9654,10213,11121,7119,9533,6599,7022,2354,0.0,0.0
W0MXX,357,4261749,-7204177,19,34,51,9590,-24.2,129,11,-2.4,300.6,1.5,2.9,4,19,20,22,9646,10203,11101,7109,9541,6596,7029,2356,0.0,0.0
W0MXX,358,4262016,-7203422,19,35,11,9368,-24.5,131,11,-2.5,309.7,1.5,2.9,3,17,21,23,9704,10269,11174,7157,9593,6632,7075,2367,0.0,0.0
W0MXX,359,4262236,-7202732,19,35,30,9170,-21.9,124,11,-2.7,319.1,1.5,2.9,3,17,23,23,9803,10383,11291,7229,9708,6721,7168,2397,0.0,0.0
W0MXX,360,4262444,-7202061,19,35,49,8963,-22.8,107,11,-2.9,328.7,1.6,2.9,2,20,22,21,9910,10499,11421,7314,9920,6887,7328,2447,0.0,0.0
W0MXX,361,4262760,-7200792,19,36,22,8617,-25.8,125,11,-3.0,340.3,1.6,2.9,22,59,6,66,10060,10682,11604,7426,10064,6992,7446,2478,0.0,0.0
W0MXX,362,4262850,-7200481,19,36,31,8532,-9.4,110,11,-3.2,350.5,1.6,2.9,2,20,21,21,10061,10671,11600,7426,10048,6973,7448,2476,0.0,0.0
W0MXX,363,4263032,-7199778,19,36,51,8293,-26.4,113,11,-3.3,360.8,1.6,2.9,2,18,22,21,10096,10715,11646,7452,10071,6986,7463,2480,0.0,0.0
W0MXX,364,4263185,-7199126,19,37,10,8096,-21.6,110,11,-3.5,371.7,1.6,2.9,4,20,21,21,10209,10848,11784,7537,10177,7063,7553,2510,0.0,0.0
W0MXX,365,4263398,-7198510,19,37,30,7897,-22.0,97,11,-3.6,381.5,1.7,2.9,2,17,22,21,10318,10970,11912,7619,10322,7173,7669,2542,0.0,0.0
W0MXX,366,4263533,-7197880,19,37,49,7697,-22.0,112,11,-3.7,391.9,1.7,2.9,2,18,22,22,10446,11119,12065,7711,10457,7278,7789,2578,0.0,0.0
W0MXX,367,4263684,-7197261,19,38,08,7498,-22.0,96,11,-3.8,402.3,1.7,2.9,1,19,22,22,10557,11250,12203,7799,10571,7360,7885,2604,0.0,0.0
W0MXX,368,4263836,-7196640,19,38,27,7315,-20.2,93,11,-3.9,413.2,1.7,2.9,1,18,23,21,10696,11405,12373,7906,10714,7472,8008,2642,0.0,0.0
W0MXX,369,4263983,-7196015,19,38,47,7127,-20.7,109,11,-4.0,423.5,1.8,2.9,2,18,21,24,10796,11524,12496,7979,10795,7537,8086,2664,0.0,0.0
W0MXX,370,4264156,-7195439,19,39,06,6956,-18.9,98,11,-4.1,433.8,1.8,2.9,2,17,21,21,10943,11687,12671,8087,10996,7684,8237,2711,0.0,0.0
W0MXX,371,4264323,-7194870,19,39,25,6767,-20.8,80,11,-4.1,444.1,1.8,2.9,1,18,22,22,11068,11834,12822,8181,11060,7733,8313,2728,0.0,0.0
W0MXX,372,4264472,-7194313,19,39,44,6588,-19.8,92,11,-4.1,455.2,1.9,2.9,2,18,23,22,11238,12022,13030,8320,11243,7872,8459,2773,0.0,0.0
W0MXX,373,4264629,-7193761,19,40,04,6428,-17.6,68,11,-4.1,465.0,1.9,2.9,2,20,21,21,11348,12159,13164,8381,11363,7962,8578,2801,0.0,0.0
W0MXX,374,4264769,-7193288,19,40,23,6267,-17.7,65,11,-4.1,474.4,2.0,2.9,4,20,21,23,11442,12265,13276,8437,11420,8017,8635,2819,0.0,0.0
W0MXX,375,4264853,-7192872,19,40,42,6107,-17.7,68,11,-4.1,485.0,2.0,2.9,5,21,23,22,11585,12433,13450,8512,11468,8047,8675,2824,0.0,0.0
W0MXX,376,4264911,-7192441,19,41,01,5922,-20.4,71,9,-4.1,495.8,2.1,2.9,3,20,23,21,11733,12598,13627,8636,11604,8156,8800,2864,0.0,0.0
W0MXX,377,4265037,-7191990,19,41,21,5780,-15.7,56,11,-4.1,505.4,2.1,2.9,3,18,23,22,11845,12735,13766,8754,11647,8193,8844,2877,0.0,0.0
W0MXX,378,4265112,-7191517,19,41,40,5629,-16.7,72,11,-4.0,515.2,2.2,2.9,3,20,22,22,12027,12939,13987,8894,11793,8302,8972,2914,0.0,0.0
W0MXX,379,4265185,-7191070,19,41,59,5483,-16.0,63,11,-4.0,525.6,2.2,2.9,3,19,23,20,12158,13086,14140,8996,11861,8360,9047,2933,0.0,0.0
W0MXX,380,4265256,-7190564,19,42,19,5323,-17.7,92,11,-3.9,535.6,2.3,2.9,2,19,22,22,12281,13230,14291,9097,11932,8415,9111,2950,0.0,0.0
W0MXX,381,4265315,-7190152,19,42,38,5172,-16.6,52,11,-3.8,545.5,2.3,2.9,2,19,24,23,12397,13368,14431,9200,12016,8478,9192,2971,0.0,0.0
W0MXX,382,4265384,-7189724,19,42,57,5054,-13.0,72,11,-3.7,555.6,2.4,2.9,4,20,24,23,12473,13456,14527,9269,12082,8534,9269,2991,0.0,0.0
W0MXX,383,4265448,-7189324,19,43,16,4906,-16.4,57,11,-3.7,566.7,2.4,2.9,2,20,24,24,12621,13627,14718,9398,12216,8648,9376,3025,0.0,0.0
W0MXX,384,4265514,-7188878,19,43,36,4748,-17.4,63,11,-3.5,577.9,2.4,2.9,3,19,23,22,12802,13829,14925,9524,12261,8676,9438,3041,0.0,0.0
W0MXX,385,4265570,-7188472,19,43,55,4604,-15.9,54,11,-3.4,590.3,2.5,2.9,4,20,24,23,12996,14055,15171,9675,12357,8753,9537,3066,0.0,0.0
W0MXX,386,4265646,-7188084,19,44,14,4431,-19.1,46,11,-3.3,602.2,2.6,2.9,2,21,23,23,13194,14281,15401,9822,12499,8861,9643,3095,0.0,0.0
W0MXX,387,4265691,-7187700,19,44,33,4265,-18.2,53,11,-3.2,615.2,2.7,2.9,5,19,24,23,13341,14451,15587,9939,12552,8909,9735,3115,0.0,0.0
W0MXX,388,4265732,-7187330,19,44,53,4077,-20.8,46,11,-3.1,627.8,2.8,2.9,2,19,23,21,13482,14610,15755,10044,12640,8973,9790,3128,0.0,0.0
W0MXX,389,4265729,-7187031,19,45,12,3931,-16.1,39,11,-2.9,640.4,2.9,2.9,4,20,24,24,13644,14800,15953,10170,12710,9043,9888,3159,0.0,0.0
W0MXX,390,4265782,-7186687,19,45,31,3773,-17.4,64,11,-2.8,653.0,2.9,2.9,3,18,22,23,13787,14969,16127,10278,12770,9100,9966,3181,0.0,0.0
W0MXX,391,4265788,-7186370,19,45,50,3624,-16.4,47,10,-2.6,665.5,3.0,2.9,3,19,23,23,13919,15130,16294,10378,12841,9155,10044,3196,0.0,0.0
W0MXX,392,4265848,-7186058,19,46,10,3483,-15.6,49,11,-2.5,676.2,3.1,2.9,4,20,22,21,14049,15276,16449,10482,12950,9247,10146,3229,0.0,0.0
W0MXX,393,4265844,-7185747,19,46,29,3376,-11.8,41,11,-2.3,686.4,3.1,2.9,4,21,24,23,14124,15370,16538,10533,13001,9283,10203,3247,0.0,0.0
W0MXX,394,4265836,-7185411,19,46,48,3256,-13.3,59,11,-2.1,697.8,3.1,2.9,4,20,24,24,14263,15530,16712,10661,13091,9369,10309,3277,0.0,0.0
W0MXX,395,4265793,-7185074,19,47,08,3119,-15.1,30,11,-2.0,709.5,3.2,2.9,3,21,22,23,14434,15743,16926,10780,13113,9382,10344,3276,0.0,0.0
W0MXX,396,4265745,-7184786,19,47,27,2974,-16.0,58,11,-1.8,720.9,3.2,2.9,4,19,24,24,14544,15878,17055,10859,13144,9411,10394,3291,0.0,0.0
W0MXX,397,4265691,-7184513,19,47,46,2843,-14.4,44,11,-1.7,733.3,3.3,2.9,2,19,25,22,14715,16088,17267,10992,13163,9428,10416,3296,0.0,0.0
W0MXX,398,4265609,-7184285,19,48,05,2699,-15.9,35,11,-1.5,746.9,3.4,2.9,3,19,23,25,14877,16287,17459,11110,13212,9478,10472,3310,0.0,0.0
W0MXX,399,4265524,-7184054,19,48,25,2556,-15.8,29,11,-1.3,760.5,3.4,2.9,4,20,24,23,14951,16380,17552,11171,13190,9470,10496,3320,0.0,0.0
W0MXX,400,4265422,-7183829,19,48,44,2400,-17.2,44,11,-1.1,774.2,3.4,2.9,5,20,22,23,15103,16552,17738,11287,13245,9520,10539,3326,0.0,0.0
W0MXX,401,4265294,-7183680,19,49,03,2257,-15.8,45,11,-0.8,788.0,3.5,2.9,4,20,23,24,15212,16700,17876,11363,13243,9523,10554,3332,0.0,0.0
W0MXX,402,4265174,-7183508,19,49,22,2118,-15.3,37,11,-0.7,803.3,3.7,2.9,3,21,24,22,15391,16886,18070,11511,13293,9569,10609,3344,0.0,0.0
W0MXX,403,4265077,-7183377,19,49,42,1961,-17.4,34,11,-0.5,818.8,3.8,2.9,5,20,23,22,15525,17061,18237,11606,13372,9632,10684,3363,0.0,0.0
W0MXX,404,4264991,-7183283,19,50,01,1796,-18.2,28,11,-0.3,834.2,4.0,2.9,5,20,23,24,15676,17241,18422,11727,13434,9684,10757,3385,0.0,0.0
W0MXX,405,4264954,-7183188,19,50,20,1648,-16.4,33,11,-0.1,849.0,4.3,2.9,4,20,24,24,15914,17507,18701,11863,13540,9772,10870,3413,0.0,0.0
W0MXX,406,4264919,-7183056,19,50,40,1507,-15.6,38,11,0.0,862.6,4.5,2.9,5,20,24,23,16128,17770,18965,11986,13631,9855,10980,3445,0.0,0.0
W0MXX,407,4264867,-7182893,19,50,59,1377,-14.3,35,11,0.2,876.4,4.6,2.9,4,21,25,24,16313,18005,19180,12113,13714,9916,11069,3467,0.0,0.0
W0MXX,408,4264818,-7182740,19,51,18,1250,-14.0,20,11,0.5,889.3,4.5,2.9,5,21,25,25,16466,18216,19353,12229,13806,9992,11173,3498,0.0,0.0
W0MXX,409,4264798,-7182565,19,51,37,1118,-14.6,36,11,0.7,903.0,4.8,2.9,5,21,25,23,16726,18562,19654,12414,13896,10075,11285,3522,0.0,0.0
W0MXX,410,4264751,-7182419,19,51,57,996,-13.4,10,11,0.9,914.8,4.8,2.9,4,22,25,24,16908,18825,19847,12542,13975,10135,11386,3549,0.0,0.0
W0MXX,411,4264711,-7182260,19,52,16,893,-11.3,21,11,1.1,927.5,4.9,2.9,5,22,25,24,17169,19168,20151,12737,14101,10241,11512,3579,0.0,0.0
W0MXX,412,4264676,-7182140,19,52,35,779,-12.6,16,11,1.3,940.7,4.9,2.9,5,22,24,24,17439,19594,20433,12925,14170,10299,11610,3607,0.0,0.0
W0MXX,413,4264616,-7182014,19,52,54,656,-13.5,26,11,1.5,955.9,5.2,2.9,5,20,26,27,17830,20079,20863,13213,14325,10433,11787,3650,0.0,0.0
W0MXX,414,4264581,-7181865,19,53,14,524,-14.6,23,11,1.8,970.0,5.2,2.9,5,20,26,27,18351,20691,21389,13583,14503,10570,11983,3700,0.0,0.0
W0MXX,415,4264588,-7181715,19,53,34,389,-14.9,36,11,1.9,983.9,5.2,2.9,7,20,25,25,18820,21324,21925,14089,14674,10710,12165,3746,0.0,0.0
W0MXX,416,4264598,-7181653,19,53,53,292,-10.7,3,11,2.1,983.9,5.2,2.9,5,22,25,26,18553,21095,21693,13905,14624,10678,12152,3735,0.0,0.0
W0MXX,417,4264599,-7181648,19,54,13,296,0.5,0,11,2.3,983.9,5.2,2.9,6,22,25,25,18403,21013,21591,13796,14555,10629,12120,3719,0.0,0.0
W0MXX,418,4264595,-7181649,19,54,33,301,0.6,1,11,2.6,983.9,5.2,2.9,5,22,27,27,18304,20994,21559,13739,14541,10623,12132,3714,0.0,0.0
W0MXX,419,4264592,-7181647,19,54,53,304,0.3,0,11,2.8,983.9,5.2,2.9,5,23,26,26,18242,21017,21561,13709,14544,10634,12167,3707,0.0,0.0
W0MXX,420,4264591,-7181647,19,55,12,301,-0.3,0,11,3.0,983.9,5.2,2.9,6,22,26,28,18195,21058,21594,13700,14547,10644,12205,3708,0.0,0.0
W0MXX,421,4264589,-7181646,19,55,46,308,0.6,0,13,3.2,984.0,5.2,2.9,54,36,27,48,18291,21302,21833,13972,15672,10728,12551,3927,0.0,0.0
W0MXX,422,4264592,-7181644,19,55,55,309,0.0,3,13,3.4,984.1,5.2,2.9,6,25,26,26,18142,21230,21745,13710,14629,10718,12340,3728,0.0,0.0
W0MXX,423,4264592,-7181646,19,56,15,310,0.1,0,13,3.6,984.0,5.3,2.9,6,22,26,27,18108,21305,21807,13705,14644,10732,12382,3730,0.0,0.0
W0MXX,424,4264590,-7181646,19,56,35,310,-0.0,1,13,3.8,984.0,5.3,2.9,9,23,25,26,18030,21340,21831,13672,14644,10737,12401,3728,0.0,0.0
W0MXX,425,4264589,-7181646,19,56,55,308,-0.2,1,13,4.0,984.0,5.3,2.9,9,25,27,28,18004,21433,21908,13670,14668,10777,12465,3731,0.0,0.0
W0MXX,426,4264589,-7181643,19,57,15,308,0.0,0,13,4.2,984.0,5.3,2.9,9,25,25,28,17965,21528,21979,13661,14704,10802,12510,3742,0.0,0.0
W0MXX,427,4264592,-7181644,19,57,35,308,0.0,0,14,4.4,984.0,5.3,2.9,8,24,28,27,17907,21598,22022,13635,14713,10813,12539,3740,0.0,0.0
W0MXX,428,4264590,-7181646,19,57,55,306,-0.2,1,14,4.6,984.0,5.3,2.9,9,24,26,29,17874,21685,22077,13618,14724,10827,12584,3745,0.0,0.0
W0MXX,429,4264587,-7181646,19,58,15,306,0.1,0,14,4.8,984.0,5.3,2.9,7,25,29,27,17832,21772,22129,13592,14737,10850,12631,3739,0.0,0.0
W0MXX,430,4264588,-7181643,19,58,35,305,-0.2,1,14,5.0,984.0,5.4,2.9,9,25,28,29,17854,21927,22246,13631,14806,10902,12701,3752,0.0,0.0
W0MXX,431,4264587,-7181642,19,58,55,310,0.6,1,14,5.2,984.0,5.4,2.9,11,24,27,28,17888,22089,22379,13662,14894,10972,12807,3770,0.0,0.0
W0MXX,432,4264586,-7181642,19,59,15,315,0.6,1,14,5.4,984.0,5.4,2.9,8,25,28,29,17939,22260,22519,13710,14970,11033,12894,3791,0.0,0.0
W0MXX,433,4264586,-7181641,19,59,35,317,0.2,0,15,5.6,984.0,5.4,2.9,11,26,30,27,17910,22341,22565,13686,15000,11062,12937,3795,0.0,0.0
W0MXX,434,4264588,-7181645,19,59,55,318,0.2,2,15,5.8,984.0,5.4,2.9,10,26,28,29,17935,22485,22673,13717,15034,11092,12988,3798,0.0,0.0
W0MXX,435,4264589,-7181646,20,00,15,319,0.1,0,15,5.9,984.0,5.5,2.9,10,27,27,29,17968,22621,22782,13739,15114,11152,13073,3811,0.0,0.0
W0MXX,436,4264590,-7181648,20,00,35,321,0.1,0,15,6.1,984.0,5.5,2.9,11,26,29,30,17899,22622,22770,13680,15116,11163,13109,3813,0.0,0.0
W0MXX,437,4264592,-7181649,20,00,55,322,0.2,0,15,6.3,984.0,5.5,2.9,12,26,30,31,17865,22653,22787,13647,15152,11182,13153,3807,0.0,0.0
W0MXX,438,4264593,-7181648,20,01,15,323,0.1,0,15,6.5,984.0,5.5,2.9,11,28,30,29,17846,22697,22808,13634,15168,11200,13197,3814,0.0,0.0
W0MXX,439,4264593,-7181647,20,01,34,323,-0.1,0,15,6.7,984.0,5.5,2.9,12,27,30,30,17938,22868,22962,13702,15258,11272,13293,3835,0.0,0.0
W0MXX,440,4264593,-7181649,20,01,54,321,-0.1,0,15,6.8,984.0,5.5,2.9,12,28,32,30,18065,23084,23149,13797,15387,11370,13407,3861,0.0,0.0
W0MXX,441,4264593,-7181649,20,02,13,319,-0.2,0,15,7.0,984.0,5.5,2.9,12,28,32,29,18160,23251,23292,13872,15455,11420,13489,3875,0.0,0.0
W0MXX,442,4264592,-7181646,20,02,33,316,-0.3,0,15,7.2,984.0,5.5,2.9,13,28,31,33,18268,23426,23447,13957,15508,11463,13562,3889,0.0,0.0
W0MXX,443,4264593,-7181641,20,02,53,316,-0.0,0,15,7.3,984.0,5.5,2.9,13,27,32,30,18372,23622,23607,14046,15577,11515,13653,3901,0.0,0.0
W0MXX,444,4264592,-7181643,20,03,13,313,-0.3,0,15,7.5,984.0,5.4,2.9,12,28,32,32,18464,23777,23739,14110,15628,11560,13716,3907,0.0,0.0
W0MXX,445,4264592,-7181645,20,03,33,316,0.3,0,14,7.7,984.1,5.5,2.9,14,28,33,32,18592,23964,23909,14210,15695,11616,13798,3925,0.0,0.0
W0MXX,446,4264592,-7181646,20,03,53,317,0.1,0,15,7.8,984.1,5.5,2.9,13,28,32,32,18678,24125,24049,14287,15754,11654,13869,3936,0.0,0.0
W0MXX,447,4264591,-7181648,20,04,13,316,-0.1,0,15,8.0,984.1,5.4,2.9,13,29,34,32,18779,24283,24182,14359,15820,11710,13933,3953,0.0,0.0
W0MXX,448,4264590,-7181649,20,04,33,317,0.2,0,16,8.1,984.1,5.5,2.9,15,29,32,31,18881,24441,24329,14450,15883,11761,14018,3958,0.0,0.0
W0MXX,449,4264591,-7181647,20,04,53,317,-0.0,0,16,8.3,984.1,5.5,2.9,16,30,35,34,18994,24597,24475,14536,15945,11807,14091,3978,0.0,0.0
W0MXX,450,4264593,-7181646,20,05,13,317,-0.0,1,16,8.4,984.0,5.5,2.9,15,30,34,35,19131,24772,24647,14652,16018,11859,14175,3989,0.0,0.0
W0MXX,451,4264592,-7181642,20,05,32,317,-0.0,0,16,8.6,984.1,5.5,2.9,14,30,33,34,19231,24916,24781,14730,16075,11903,14236,4001,0.0,0.0
W0MXX,452,4264590,-7181642,20,05,52,313,-0.4,0,16,8.7,984.0,5.5,2.9,16,31,36,35,19334,25062,24910,14814,16142,11957,14326,4010,0.0,0.0
W0MXX,453,4264589,-7181645,20,06,12,313,0.1,0,16,8.9,984.0,5.5,2.9,16,32,34,33,19427,25190,25039,14884,16198,12005,14397,4020,0.0,0.0
W0MXX,454,4264590,-7181645,20,06,32,314,0.0,0,16,9.0,984.1,5.5,2.9,16,31,34,33,19546,25362,25198,14984,16279,12065,14483,4038,0.0,0.0
W0MXX,455,4264589,-7181645,20,06,52,315,0.2,0,16,9.2,984.1,5.5,2.9,17,32,34,34,19677,25532,25363,15086,16360,12137,14580,4055,0.0,0.0
W0MXX,456,4264588,-7181645,20,07,12,316,0.1,0,16,9.3,984.1,5.5,2.9,16,31,35,35,19809,25698,25527,15188,16448,12199,14675,4078,0.0,0.0
W0MXX,457,4264588,-7181646,20,07,32,317,0.1,0,16,9.4,984.0,5.5,2.9,13,32,35,36,19912,25846,25664,15267,16519,12251,14756,4088,0.0,0.0
W0MXX,458,4264590,-7181647,20,07,52,317,-0.0,0,15,9.6,984.0,5.5,2.9,17,33,36,35,19981,25935,25753,15316,16563,12286,14819,4095,0.0,0.0
W0MXX,459,4264593,-7181647,20,08,12,317,0.0,0,15,9.7,984.1,5.5,2.9,15,33,36,35,20124,26115,25923,15424,16652,12360,14918,4120,0.0,0.0
W0MXX,460,4264594,-7181649,20,08,32,320,0.2,1,16,9.8,984.0,5.5,2.9,18,33,34,35,20256,26285,26092,15522,16745,12432,15010,4138,0.0,0.0
W0MXX,461,4264592,-7181647,20,08,52,321,0.2,0,16,10.0,984.1,5.5,2.9,18,31,35,35,20362,26412,26223,15605,16833,12495,15100,4155,0.0,0.0
W0MXX,462,4264594,-7181646,20,09,12,320,-0.1,0,16,10.1,984.0,5.6,2.9,18,32,35,34,20452,26520,26346,15664,16911,12563,15185,4170,0.0,0.0
W0MXX,463,4264593,-7181644,20,09,32,318,-0.2,1,16,10.3,984.1,5.6,2.9,17,33,35,34,20560,26648,26475,15751,16980,12617,15263,4189,0.0,0.0
W0MXX,464,4264593,-7181642,20,09,52,319,0.0,0,16,10.4,984.0,5.5,2.9,17,33,36,35,20631,26735,26573,15802,17042,12668,15346,4199,0.0,0.0
W0MXX,465,4264593,-7181642,20,10,12,320,0.1,0,15,10.5,984.1,5.5,2.9,18,32,34,35,20707,26837,26668,15861,17099,12710,15409,4205,0.0,0.0
W0MXX,466,4264594,-7181644,20,10,32,321,0.2,0,16,10.6,984.0,5.5,2.9,18,34,35,34,20797,26933,26769,15923,17172,12766,15486,4208,0.0,0.0
W0MXX,467,4264592,-7181645,20,10,52,321,0.0,0,16,10.7,984.1,5.5,2.9,17,32,36,35,20929,27087,26924,16018,17260,12830,15591,4233,0.0,0.0
W0MXX,468,4264594,-7181644,20,11,12,320,-0.1,0,16,10.9,984.1,5.5,2.9,17,33,35,36,21018,27194,27036,16083,17321,12889,15678,4242,0.0,0.0
W0MXX,469,4264593,-7181644,20,11,32,323,0.3,0,16,11.0,984.0,5.5,2.9,16,32,36,36,21139,27334,27178,16172,17400,12952,15775,4266,0.0,0.0
W0MXX,470,4264591,-7181642,20,11,52,321,-0.2,2,16,11.1,984.1,5.4,2.9,18,33,34,33,21256,27470,27310,16248,17483,13013,15884,4278,0.0,0.0
W0MXX,471,4264592,-7181643,20,12,12,317,-0.4,1,16,11.2,984.2,5.5,2.9,17,31,36,36,21370,27603,27445,16340,17571,13083,15978,4296,0.0,0.0
